title,Publish Time,Mission,Methods,Object,link
Realistic On-the-fly Outcomes of Planetary Collisions: Machine Learning Applied to Simulations of Giant Impacts,2019-4-1,Simulation,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2019ApJ...875...40C
Automatic Detection of Interplanetary Coronal Mass Ejections from In Situ Data: A Deep Learning Approach,2019-4-1,Object Detection,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJ...874..145N
Morphology-assisted galaxy mass-to-light predictions using deep learning,2019-4-1,Prediction-Regression,CNN:ResNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2019A&A...624A.102D
A deep learning approach for detecting candidates of supernova remnants,2019-3-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2019RAA....19...42L
"MADE: a spectroscopic mass, age, and distance estimator for red giant stars with Bayesian machine learning",2019-3-1,Prediction-Regression,BNN,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484..294D
Deep learning from 21-cm tomography of the cosmic dawn and reionization,2019-3-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484..282G
Machine-learning approaches to exoplanet transit detection and candidate validation in wide-field ground-based surveys,2019-3-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.5534S
Inferring cosmic string tension through the neural network prediction of string locations in CMB maps,2019-3-1,Prediction-Regression,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.5179C
Classification of large-scale stellar spectra based on deep convolutional neural network,2019-3-1,Object Classification,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.4774L
Deep learning of multi-element abundances from high-resolution spectroscopic data,2019-3-1,Prediction-Regression,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.3255L
Identification of low surface brightness tidal features in galaxies using convolutional neural networks,2019-3-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.2968W
RADYNVERSION: Learning to Invert a Solar Flare Atmosphere with Invertible Neural Networks,2019-3-1,Prediction-Regression,NN:INN,Solar,https://ui.adsabs.harvard.edu/abs/2019ApJ...873..128O
A Method for Weak Pulsar Signal Detection Combining the Bispectrum and a Deep Convolutional Neural Network,2019-3-1,Object Detection,CNN:InceptionNet,Stars,https://ui.adsabs.harvard.edu/abs/2019ApJ...873...17W
Mode classification in fast-rotating stars using a convolutional neural network: model-based regular patterns in \ensuremath\delta Scuti stars,2019-2-1,Object Classification,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483L..28M
Identifying reionization sources from 21 cm maps using Convolutional Neural Networks,2019-2-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.2524H
Classifying complex Faraday spectra with convolutional neural networks,2019-2-1,Object Classification,CNN:InceptionNet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..964B
The PAU survey: star-galaxy classification with multi narrow-band data,2019-2-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..529C
Deep multi-survey classification of variable stars,2019-2-1,Object Classification,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5078A
"A Machine Learning Based Morphological Classification of 14,245 Radio AGNs Selected from the Best-Heckman Sample",2019-2-1,Object Classification,CNN,AGN,https://ui.adsabs.harvard.edu/abs/2019ApJS..240...34M
The Accretion History of AGNs. I. Supermassive Black Hole Population Synthesis Model,2019-2-1,Prediction-Regression,NN:MLP,AGN,https://ui.adsabs.harvard.edu/abs/2019ApJ...871..240A
J-PLUS: Identification of low-metallicity stars with artificial neural networks using SPHINX,2019-2-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2019A&A...622A.182W
Supervised neural networks for helioseismic ring-diagram inversions,2019-2-1,Prediction-Regression,NN:MLP,Solar,https://ui.adsabs.harvard.edu/abs/2019A&A...622A.124A
Unit panel node detection by CNN on FAST reflector,2019-1-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2019RAA....19...11Z
A volumetric deep Convolutional Neural Network for simulation of mock dark matter halo catalogues,2019-1-1,Image Segmentation,CNN:V-Net,Cosmology,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.2861B
Radio Galaxy Zoo: CLARAN - a deep learning classifier for radio morphologies,2019-1-1,Object Classification,CNN:RCNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1211W
Testing convolutional neural networks for finding strong gravitational lenses in KiDS,2019-1-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..807P
Using deep Residual Networks to search for galaxy-Ly \ensuremath\alpha emitter lens candidates based on spectroscopic selection,2019-1-1,Object Detection,CNN:ResNet,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..313L
"Deriving star cluster parameters with convolutional neural networks. I. Age, mass, and size",2019-1-1,Prediction-Regression,CNN:ResNet,Star Clusters,https://ui.adsabs.harvard.edu/abs/2019A&A...621A.103B
Weak-lensing shear measurement with machine learning. Teaching artificial neural networks about feature noise,2019-1-1,Prediction-Regression,NN:MLP,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2019A&A...621A..36T
Photometric redshifts from SDSS images using a convolutional neural network,2019-1-1,Prediction-Regression,CNN:InceptionNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2019A&A...621A..26P
Cosmological constraints from noisy convergence maps through deep learning,2018-12-1,Prediction-Regression,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2018PhRvD..98l3518F
New method to observe gravitational waves emitted by core collapse supernovae,2018-12-1,Object Detection,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2018PhRvD..98l2002A
Segmentation of coronal holes in solar disc images with a convolutional neural network,2018-12-1,Image Segmentation,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.5014I
Application of the Deep Convolutional Neural Network to the Forecast of Solar Flare Occurrence Using Full-disk Solar Magnetograms,2018-12-1,Prediction,CNN:InceptionNet,Solar,https://ui.adsabs.harvard.edu/abs/2018ApJ...869...91P
Applying Deep Learning to Fast Radio Burst Classification,2018-12-1,Object Classification,CNN,Transient,https://ui.adsabs.harvard.edu/abs/2018AJ....156..256C
Deep learning based detection of cosmological diffuse radio sources,2018-11-1,Object Detection,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.3749G
Searching for Subsecond Stellar Variability with Wide-field Star Trails and Deep Learning,2018-11-1,Object Detection,CNN,Transient,https://ui.adsabs.harvard.edu/abs/2018ApJ...868...38T
The FIRST Classifier: compact and extended radio galaxy classification using deep Convolutional Neural Networks,2018-10-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2085A
Galactic cartography with SkyMapper - I. Population substructure and the stellar number density of the inner halo,2018-10-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.1218W
Predicting the neutral hydrogen content of galaxies from optical data using machine learning,2018-10-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.4509R
Fast Radio Burst 121102 Pulse Detection and Periodicity: A Machine Learning Approach,2018-10-1,Object Detection,CNN:ResNet,Transient,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..149Z
Solar activity simulation and forecast with a flux-transport dynamo,2018-9-1,Prediction-Regression,NN:MLP,Solar,https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.3791M
Using transfer learning to detect galaxy mergers,2018-9-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.479..415A
Classifying galaxy spectra at 0.5 < z < 1 with self-organizing maps,2018-8-1,Object Classification,NN:SOM,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4416R
Exploring galaxy evolution with generative models,2018-8-1,Generation,AE,Galaxies,https://ui.adsabs.harvard.edu/abs/2018A&A...616L..16S
Photometric redshifts for the Kilo-Degree Survey. Machine-learning analysis with artificial neural networks,2018-8-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2018A&A...616A..69B
Methodology study of machine learning for the neutron star equation of state,2018-8-1,Simulation,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2018PhRvD..98b3019F
The fidelity of Kepler eclipsing binary parameters inferred by the neural network,2018-7-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.1272H
Machine Learning Techniques for Stellar Light Curve Classification,2018-7-1,Object Classification,LSTM,Stars,https://ui.adsabs.harvard.edu/abs/2018AJ....156....7H
Artificial neural network for constructing type Ia supernovae spectrum evolution model,2018-6-1,Simulation,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97l3530C
Detection of bars in galaxies using a deep convolutional neural network,2018-6-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477..894A
A machine learns to predict the stability of circumbinary planets,2018-6-1,Object Classification,NN:MLP,Planet,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.5692L
Effective image differencing with convolutional neural networks for real-time transient hunting,2018-6-1,Anomaly Detection,AE,Transient,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.5365S
Enhancing SDO/HMI images using deep learning,2018-6-1,Image Refinement,CNN:ResNet,Solar,https://ui.adsabs.harvard.edu/abs/2018A&A...614A...5D
Non-Gaussian information from weak lensing data via deep learning,2018-5-1,Prediction-Regression,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97j3515G
Classification and unsupervised clustering of LIGO data with Deep Transfer Learning,2018-5-1,Object Classification,CNN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97j1501G
Deep learning classification in asteroseismology using an improved neural network: results on 15 000 Kepler red giants and applications to K2 and TESS data,2018-5-1,Object Classification,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.3233H
Deep learning of quasar spectra to discover and characterize damped Ly\ensuremath\alpha systems,2018-5-1,Object Detection + Prediction-Regression,CNN,Quasars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.1151P
Radio Galaxy Zoo: compact and extended radio source classification with deep learning,2018-5-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476..246L
Deep Learning Identifies High-z Galaxies in a Central Blue Nugget Phase in a Characteristic Mass Range,2018-5-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018ApJ...858..114H
Deep Flare Net (DeFN) Model for Solar Flare Prediction,2018-5-1,Prediction,NN:MLP,Solar,https://ui.adsabs.harvard.edu/abs/2018ApJ...858..113N
Supervised detection of exoplanets in high-contrast imaging sequences,2018-5-1,Object Detection,CNN:ConvLSTM,Planet,https://ui.adsabs.harvard.edu/abs/2018A&A...613A..71G
Automatic physical inference with information maximizing neural networks,2018-4-1,Statistical Inference,NN:IMNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97h3004C
Neural network-based preprocessing to estimate the parameters of the X-ray emission of a single-temperature thermal plasma,2018-4-1,Prediction-Regression,NN:MLP,High Energy: Plasma,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4739I
An application of deep learning in the analysis of stellar spectra,2018-4-1,Prediction-Regression,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2978F
Machine learning search for variable stars,2018-4-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2326P
Shallow Transits\textemdashDeep Learning. I. Feasibility Study of Deep Learning to Detect Periodic Transits of Exoplanets,2018-4-1,Object Detection,CNN:Conv1D,Planet,https://ui.adsabs.harvard.edu/abs/2018AJ....155..147Z
"Deep learning approach for classifying, detecting and predicting photometric redshifts of quasars in the Sloan Digital Sky Survey stripe 82",2018-4-1,Object Detection + Prediction-Regression,CNN,Quasars,https://ui.adsabs.harvard.edu/abs/2018A&A...611A..97P
Characterizing the velocity of a wandering black hole and properties of the surrounding medium using convolutional neural networks,2018-3-1,Simulation,CNN,Black Hole,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97f3001G
Emulation of reionization simulations for Bayesian inference of astrophysics parameters using neural networks,2018-3-1,Simulation,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1213S
Deep learning for galaxy surface brightness profile fitting,2018-3-1,Prediction-Regression,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475..894T
Galaxy And Mass Assembly: automatic morphological classification of galaxies using statistical learning,2018-3-1,Object Classification,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5232S
LensFlow: A Convolutional Neural Network in Search of Strong Gravitational Lenses,2018-3-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2018ApJ...856...68P
Deep convolutional neural networks as strong gravitational lens detectors,2018-3-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2018A&A...611A...2S
Deep neural networks to enable real-time multimessenger astrophysics,2018-2-1,Object Detection + Prediction-Regression,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2018PhRvD..97d4039G
Improving galaxy morphologies for SDSS with Deep Learning,2018-2-1,Object Classification,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.3661D
Searching for exoplanets using artificial intelligence,2018-2-1,Object Detection,CNN:Conv1D,Planet,https://ui.adsabs.harvard.edu/abs/2018MNRAS.474..478P
Identifying Exoplanets with Deep Learning: A Five-planet Resonant Chain around Kepler-80 and an Eighth Planet around Kepler-90,2018-2-1,Object Detection,CNN,Planet,https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S
Using artificial neural networks to constrain the halo baryon fraction during reionization,2018-1-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2018MNRAS.473...38S
Convolutional neural networks for transient candidate vetting in large-scale surveys,2017-12-1,Object Detection,CNN,Transient,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.3101G
Finding strong gravitational lenses in the Kilo Degree Survey with Convolutional Neural Networks,2017-11-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.1129P
Finding strong lenses in CFHTLS using convolutional neural networks,2017-10-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..167J
Detecting unresolved binary stars in Euclid VIS images,2017-10-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2017A&A...606A.119K
Using an artificial neural network to classify multicomponent emission lines with integral field spectroscopy from SAMI and S7,2017-9-1,Object Classification,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3395H
An artificial neural network to discover hypervelocity stars: candidates in Gaia DR1/TGAS,2017-9-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.1388M
